data,datas,label
10,마지막 전투씬만으로도 충분하다,2022.07.27
7,명량에서의 단점들을 많이 지워 훨씬 발전했으나 한산의 단점이 없는 건 아니다,2022.07.27
10,전투씬만 좋았음 캐릭터 스토리 아쉽,2022.07.27
10,영화의 의도는 좋은데 좀 어려웠어요,2022.07.27
9,마지막 액션은 좋았는데.. 그 전까지 너무 졸렸어요 ㅠ,2022.07.27
10,생각보다 재밌게 봤습니다. 근데 음향효과가 너무 커서 대사 반절은 못들은것 같아요 그나마 전투씬에서는 자막 깔아줘서 알아봤네요 음향효과를 줄이던지 전체에 자막 깔아주세요 어른들은 전혀 못알아 들을것 같네요 전 c@@...,2022.07.27
10,명량의 다이믹하고 신선함을 이은 속편은 역시 힘들다. 또 주인공이 없는 연출에다 오히려 일본 와시자카가 더 돋보이는 이유는.,2022.07.27
10,국뽕으로 다 같이 봅시다,2022.07.27
10,재미있다. 감동도 있고연기도 잘한다.그러나 1편을 넘기에는 조금 부족한듯,2022.07.27
7,"'불멸의 이순신' 세대라서, 후반부 전투씬보다 초중반 수싸움이 더 인상적이다. 아쉬운 건 이순신보다 와키자카라는 캐릭터가 오히려 더 돋보인다는 점",2022.07.27
10,진짜 극장에서 울었습니다,2022.07.27
10,기대보단 실망,2022.07.27
10,명량에서 끝냇어야는디,2022.07.27
10,asha****,2022.07.27
10,gsvk****,2022.07.27
10,lang****,2022.07.27
8,mand****,2022.07.27
10,해상 전투씬은 역대급.  국뽕에 만취한 무조건적인 필승의 학익진을 연출한게 아니라 더 놀라웠음.   결과를 아는 전투지만 변요한의 끝없는 머리싸움과 눈치싸움이  전투장면을 더욱 박진감 넘치게 만든 듯.      명량...,2022.07.27
8,eoeh****,2022.07.27
10,모처럼 영화관에서 나오고 벅찬감동에 한동안 말을 못했다. 이 영화는 꼭 봅시다. 2천만 갔으면 좋겠습니다.배우들 다 좋았습니다. 이순신의 박해일님과 모든 장군들께 찬사를 보냅니다. 하지만 무엇보다 변요한 배우님께 감...,2022.07.27
10,이런말하면 욕먹을것 같긴한데… 이순신장군에 대한 존경심과 한산대첩의 위대함에 머리숙여지지만…  8점이상은 못주겟…. 악역이 매력적이고 강력해야 주인공이 빛나는데 변요한은 잘했으나 류승용에비해 카리스마가 아쉬움…. 1...,2022.07.27
10,gksd****,2022.07.27
10,soul****,2022.07.27
10,"거북선이 상대 진영으로 파고들면서 무쌍찍을 때, 상산 조자룡이 생각이 나면서 국뽕이 차올랐다",2022.07.27
10,j055****,2022.07.27
10,명량보다 잘만들었음 깔끔하게 이기는 이순신 장군의 모습이 나와서 좋았음,2022.07.27
10,jwj5****,2022.07.27
10,8282****,2022.07.27
10,"기대가 너무 컸나봅니다.정말 오랜만에 영화보던중에 20분 남기고 나왔습니다.1편과 같은감독님, 좋은 연기자분들을 데려다가 왜 이렇게 영화를 만들었는지,,,, 결말을 알고보는 한산같은 영화는 전투씬이 영화의 80프로 ...",2022.07.27
10,한국영화 돈주고 항상 실망했었다 마녀2에 혈압오르고 범죄도시에  돈돌려달라고 항의할뻔했다  한산은 최고다 결말을 알고봤고 국뽕이긴해도 이렇게 속 후련한건 오랜만이었다 재미있다 진심으로~연기력들도 훌륭했고 명량의 그 ...,2022.07.27
10,생각보다 ....,2022.07.27
10,김한민 감독이 명량에서 크게 성공했나보다원래 간절할수록 좋은영화가 나온다고 했거늘이제 돈많이 벌었으니까 대충대충 찍어도되겄지 진짜 이딴식으로 감동없고 재미없게찍어놓고 명량 팬으로 진짜 실망스러움자체 연기력 연출력 제...,2022.07.27
4,2022년 극장은 해군이 지배한다.,2022.07.27
10,이 정도일줄은 몰랐다. 명량은 조금 창피했는데 한산은 완전히 다르다.,2022.07.27
10,재미있지도 재미없지도 않음명량 보는 느낌,2022.07.27
10,전반적으로 밋밋하긴한데 거북선과 이순신장군이 아니었으면 좀...와키자카역의 변요한이 박해일보다 더 눈에 띔,2022.07.27
10,한국사람이라면 마지막 네글자 얘기할때 소름이 돋을것이다. 저는 부르르 떨었습니다.,2022.07.27
10,저는 그럭저럭 봤습니다.난중일기보다 못 하네요.,2022.07.27
10,자신 안의 두려움을 극복하고 상대에게 두려움을 선사하다.,2022.07.27
10,이 말로 딱 정리가 될 것 같다.박해일은 연기를 했고...김명민은 이순신장군님과 접신하였다.,2022.07.27
10,속편의 어설픔..감독이 전작의 단점은 없애려 노력했으나 동시에 장점이였던 서사도 너무 없앴음...잼 없네요..ㅡ,2022.07.27
10,거북선....전작에 비해서 뭔가 아쉽네요,2022.07.27
10,한산대첩을 현대영상미로 구현해서 다시 알게되어서 좋았어요 이순신등장.대사가 적어서 아쉬웠지만 학익진을 메인으로 다룬 영화라는 점에서 의미있어요 코로나 이전처럼 영화관 열기가 좋았고 가족들과 더운날씨에 일본을 때려잡는...,2022.07.27
10,진짜 실망.   같이 본 사람들도 다 재미없다네요.    스토리 개연성도 뒤죽박죽에일본영화예요?   계속 일본어에  자막읽기 바쁘고  진짜 명량 반에 반도 못따라갑니다.알.바들한테 속지마세요… 뻔한 스토리를 너무 뻔...,2022.07.27
10,무난하게 재밌게 봤습니다. 전술에 대해서 같이 고민하면서 보면 재미있어요.근데 명량보다는 cg가 약간 아쉬운 느낌..,2022.07.27
10,"거북선 만들때 어디에서 아이디어를 얻어서 어떻게 바꾸는 작업을 했는지 보고싶었는데 안보여줌 뚝 떨어짐, 연기는 일본쪽 역할 배우들이 더 인상에 남음, 일본쪽 심리표현에 치중.",2022.07.27
6,전작의 감정 과잉을 축소하기보다는 응집한다.,2022.07.27
9,다 좋은데 마지막 학익진 전투가 한방에 끝나는게 좀  싱겁다.,2022.07.27
9,"'워쉽 오브 스틸', 장단점도 비슷한",2022.07.27
10,"괜찮은 해전 액션, 밋밋한 드라마",2022.07.27
3,"탑건 매버릭보다 훨씬 낫다고.생각합니다. 극 전개, 극 짜임새, 긴장감, 몰입도, 사운드, 연출 대박입니다. 꼭 보세요. 알바 아닙니다",2022.07.27
10,"너무 cg임,,,",2022.07.27
10,많이 아쉽다 명량은 재미있게 봤었는데..,2022.07.27
4,"초반에 수 싸움 할 때, 음악을 좀 더 썼다면 8점이상 가능 했을 것 같아요. 중년 연기자의 묵직한 연기를 좋아해서, 변요한 대신 더 얼굴선이 진하고 몸집이 두툼한 배우가 나왔다면, 9점도 가능했을 듯요.",2022.07.27
9,얻은만큼 잃기도 했지만 명량보단 보완된 한산!,2022.07.27
10,전작의 단점을 크게 개선한,2022.07.27
6,cg티 너무 나는건 아쉽지만 원균 연기가 너무 인상적이었음 엄청 얄밉게 잘하심,2022.07.27
9,확실히 명량보다는 훨 좋았다. 명량의 이순신은 칼춤을 추는 OOO를 연상시켰는데 한산의 이순신은 이순신 다웠다. 명량의 해전은 거의 백병전 수준이었다면 그나마 한산의 해전은 이순신 다운 전투에 명량보다는 조금더 가까...,2022.07.27
2,명량보다 나아진 만듦새.. 하지만 이순신은 조연 느낌,2022.07.27
1,국뽕에 취하지 말고 영화에 몰입할 시,2022.07.27
10,명량보다는 나음그래도 영화적 설정이 생각보다 더 나오는 터라,2022.07.27
7,나왜 오프닝부터 눈물남,2022.07.27
6,"솔직히 재미는 쏘쏘다, 그리고 국뽕에 취한 영화다,,,그냥 결론은 음,,, 쏘쏘",2022.07.27
9,아쉬운 부분들이 몇있었다. 배우들이 캐리한 영화,2022.07.27
9,"흥미로운 점은 영화가 적군인 와키자카의 시점에서 서술된다는 것이다. 때문에 왜군의 상황은 파악 가능한 반면 조선군의 전술은 완벽히 알아채기 힘들다. 와키자카가 조선군의 작전, 거북선이라는 히든카드까지 파악한 상태로 ...",2022.07.28
10,"""의(義)와 불의(不義)의 싸움에서 의(義)를 향한 한마음, 그거면 된 거지..."" 이 말에 이 영화의 메시지가 담겨 있습니다. 절체절명의 위기에 처한 나라를 구하고 의(義)를 지키기 위한 이순신과 수...",2022.07.28
7,명량에서 오글거리는 대사들도 많이 덜어냈고 시덥잖은 개그도 없고 담백하게 만들어서 정말 좋았네요. 재관람 갑니다!,2022.07.28
7,왜 이순신보다 와키자카가 더 기억에 남지..,2022.07.28
10,"역시 리더는 말을 적게 해야 하고, 위엄을 갖춰야 한다.",2022.07.28
10,거북선한테 반했어요 거북선 너무 멋있어요…,2022.07.28
10,그냥 봐야합니다.명량 뛰어넘었네요.가슴이 웅장해짐이 가시질 않아요.,2022.07.28
8,"유명 한국인 배우들이 일본인을 연기 한 것이 조금 옥의 티였지만, 그 사실을 잊을만큼 압도적으로 재미있었습니다.. 해상 전투 씬을 이렇게 실감나게 보여준 영화는 처음인것 같습니다.. 거북선 등장때는 솔직히 지렸습니다...",2022.07.28
7,어떻게 하면 이길까 그 생각만으로도 힘들고 승리의 쾌금이 벅차올랐습니다,2022.07.28
8,우린 거북선 다른 배들 통통 그냥 통통 떨어져라 똥통 커지는 네 동공 느껴지는 고통 우린 독종 너흰 그냥 보통,2022.07.28
10,영화를 보며 다시한번 이순신 장군님에 존경심 가지게 되고 거북선 역시 말해뭐해 그리고 배 안에 노 젖는 이름도 없고 누가 누군지 모르지만 저 조상님들도 대단함 그 자체,2022.07.28
9,한국인이라면 좋아하지 않을 수 없는 장면들 다수 나옴. 보고 나서 후회 없음.,2022.07.28
8,국뽕은 이렇게 해야한다,2022.07.28
10,4DX로 무조건 봐야합니다.내가 전쟁 참전 한줄 착각 일으킴!!,2022.07.28
8,명량<한산,2022.07.28
10,거북선 360도 발포에 내 심장 함락됨,2022.07.28
8,후반전투 거북선 등장 소름!!,2022.07.28
9,애국심이 차오른다!!,2022.07.28
10,역사교과서에 몇 장 밖에 안되는 내용을 2시간의 영화로 감정이 벅찰 정도로 담아냈다.,2022.07.28
9,오랜만에 마음이 웅장해지는 영화를 봐서 넘나 감동... 엄마아빠 일가 친척 다 함께 보고 싶은 영화! 호불호없는 영화! 대 추 천!,2022.07.28
10,영화관에서 꼭 봐야할 영화입니다!,2022.07.28
10,"명량보단 좋았고, 박해일과 변요한의 후반전투는 소름이었다.",2022.07.28
10,와.... 진짜... N차 각ㅠㅠ 첨부터 큰걸로 볼걸ㅠㅠㅠ,2022.07.28
8,진짜 재밌고 거북선 나올때는 소름ㅜ다들 연기 너무 좋았어요,2022.07.28
10,더운 여름에 해상 전투 보니 아주 시원시원함????,2022.07.28
10,명량보다 훨씬 재밌음,2022.07.28
10,"감상평은 사람들 마다 틀릴 수 있는 것을 감안하고 읽어주시면 감사하겠습니다. 주말에 네가족이 오랫만에 극장을 찾았습니다만, 솔직히 기대에 못미치는 수준이라 실망했습니다. 영화가 딱히 잘못된 것은 아닌듯은 하나 초중반...",2022.07.28
8,박해일씨 이순신뿐만 아니라 다른 장수들도 캐스팅 완벽했어요 영화에서 암덩어리 원균도 잘 나타내신듯ㅋㅋ 노량도 기대하겠습니다,2022.07.28
10,한번더 관람하고싶은 영화.,2022.07.28
8,멜로가 아닌 영화에 뭉클해 보긴 오랜만이네요국뽕이 차오른다는 말을 체감 할 수 있는 영화이순신 장군은 존경하는 위인 1윕니다,2022.07.28
10,"개인적으로 만족스러운 점들. 1. '한산해전이 학익진과 거북선이라는 치트키를 써서 이긴 전투' 라는 인식을 깨는 묘사 2. 전후의 전투들, 동시에 진행된 육지전과 한산해전이 당시 전세에 미친 영향에 대...",2022.07.28
10,무조건 극장에서 봐야 한다! 마지막 해상전투를 조그마한 화면으로 보기에는 너무 아깝다!,2022.07.28
10,잊어서는 안되는 감동적인 역사이야기다만 기대했던 것보다는 여러가지로 아쉬움이 남네요..,2022.07.28
10,비싸진 영화관 값이 아깝지 않은 영화.,2022.07.28
9,거북선이 참 잘생겼습니다,2022.07.28
10,국뽕영화라던데 난 잘 모르겠던대한 사람 대한으로 길이 보전하세,2022.07.28
6,전반의 지루함 후반 해전의 짜릿함,2022.07.28
10,담백한데 전투씬은 제대로이고 등장인물 고뇌도 느껴져서 잘 봤어요 조용하게 박수 여러번 쳤네요ㅋㅋㅋ,2022.07.28
10,절제의 자세로 이순신 군과 왜군을 함께 묘사함.,2022.07.28
10,거북선 등장 할 때 소름!!!!,2022.07.28
10,4DX로 보면 감동이 12배!,2022.07.28
9,전체적으로 전작보다 탄탄해지고 담백해져서 시간 가는 줄 모르고 봄!,2022.07.28
10,역시 박해일님 연기 멋집니다!!,2022.07.28
9,아부지가 좋아하심!,2022.07.28
8,바다위의성이라고 들어봣냐…..,2022.07.28
10,가슴이 국뽕으로 차오른다 .,2022.07.28
10,지림..처음한시간은 뭔말인지모름..잘들리지도않음..거북선나오때부터 바지젖음,2022.07.28
10,"연기도 좋았고, 승리를 이끌어낸 역사가 자랑스럽습니다.",2022.07.28
10,몰입을 안할수 없습니다 한순간도 놓치지 않고 보려고 엄청 집중하면서 봤네요 오랜만에 가슴이 벅차는 영화를 관람하고 온것 같습니다,2022.07.28
9,연출 연기 스토리 영상미 OST까지 모든게 다 완 벽 했습니다.정말 배에 노 저었던 과거 영웅들이 새삼 대단하게 느껴졌습니다.전쟁씬에서 한글자막은 진짜 신의 한 수 였습니다.,2022.07.28
10,그냥 그랬음. 명량 재미없게 봤다면 이것도 동일함 큰 기대 ㄴㄴ,2022.07.28
6,해상 전투씬은 알고봐도 통쾌합니다. 이맛에 특별관 가는거 아니겠어요.,2022.07.28
10,"이순신, 거북선 알고 봐도 벅차오르는 감동",2022.07.28
10,올해 제일 재밌게봄. 감독님 배우님들 대단,2022.07.28
10,"극장에서 꼭 봐야하는 영화, 너무 좋다",2022.07.28
10,"영화를 본다기 보단 역사스페셜을 보는 느낌으로 감상하면 아주 훌륭한 작품. 다큐멘터리를 즐겨보는 입장에서 한산도 대첩이 일어나기까지의 전체적인 흐름을 볼 수 있어서 아주 좋았음. 그런데, 평점이 생각보다 낮은 이유는...",2022.07.28
9,이순신 장군의 침묵이 가슴을 떨리게 합니다.. 국뽕이 차오릅니다,2022.07.28
10,해상신 대박이네요 웅장합니다,2022.07.28
10,부모님 잘 보셨다 합니다. 나도 곧 봐야지 ㅎㅎ,2022.07.28
8,말이 필요있나요 최고입니다,2022.07.28
8,캐릭터가 매력이 없는듯해서 아쉬워요,2022.07.28
9,꼭 영화관에서 보세요 제발요,2022.07.28
10,무겁게 잘 만든거 같아요 음악도 탁월했고 연기도 굿,2022.07.28
10,영화관에서 큰 스크린으로 봐야하는 영화!,2022.07.28
10,다 아는 내용이지만 볼만했습니다,2022.07.28
10,도대체 이순신장군 비중을 왜 저렇게 조금 줬을까. 일본어가 난무하는 이순신장군 영화ㅡㅡ 훌륭한 조연들한테 대사는 왜 안줬을까. 배우가 아깝다. 거북선 나오는 장면 말고 볼 거 없음. 대실망.,2022.07.28
7,faye****,2022.07.28
10,오로지 전투에만 몰입된 스토리라 명량보다 훨씬 좋았습니다.꼭들 영화관에서 보세요.거북선 너무 멋졌어요.,2022.07.28
10,후반부 해상전투신 타격감만으로도 충분히 볼 가치가 있다,2022.07.28
10,압도적인 승리진짜 사운드가 미쳐버린거 같음!무조건 추천 합니다,2022.07.28
10,초중반이 좀 지루하긴한데 전투씬이 다했음! 너무 시원하고 희열감시 일었음!,2022.07.28
10,4dx로 꼭 보세요 ㅎㅎ 아주 흔들흔들 실감나네요~,2022.07.28
8,거북선 짱 거북선 너무 좋다 거북선이 최고야 헤어질 결심-한산 이렇게 보면 박해일이라는 배우에 대한 찬사가 절로 나옴.. 과하게 멋있는데 연기는 잘 정돈된 선비님같음 개인적으로는 명량의 이순신보다 한산의 이순신이 더...,2022.07.28
10,설익은 영화에 옥택연과 김향기 뿌리기,2022.07.28
10,해상 전투신이 명량을 훨씬 뛰어넘고 거북선의 위용이 어마어마하네요.,2022.07.28
7,전투씬에 가슴이 벅차오른다,2022.07.28
10,"CG가 약간 어색함이 있었지만 전작에 대할 후작이  없다는 말이 무색할정도로 사실에 기반한 내용과 작품의 완성도..음악 또한 웅장했딘..중간에 음악에 대사가 잘 안들린건..내귀가 막귀라 ㅜㅜ 그런건지..., 그건 좀...",2022.07.28
8,웅장하네요 잘 관람했어요~,2022.07.28
8,거북선과 학익진~ 해상 전투씬이 좋았음,2022.07.28
8,재미있어요 연기가 다들 좋았어요,2022.07.28
9,감상평 처음써요 재밌음ㅠ,2022.07.28
10,이순신장군보다 그 곁에서 나라를 위해 싸운 이들이 더 돋보인 영화,2022.07.28
10,음악 그리고 배우들의 연기가 돋보입니다.,2022.07.28
9,거북선의 대활약에 무한 감동이 밀려 들어옴..박수가 저절로....,2022.07.28
7,전투를 향해 빌드업 해가는 부분이 재밌었다,2022.07.28
10,복카이센 하나로 끝났다,2022.07.28
10,올 해 하반기 최고의 영화!! 역사가 스포지만 어찌나 조마조마하게 봤는지 알고 봐도 스릴 남쳐요!! 부모님과 함께 본다면 더욱 의미 있을 것 같아요~~,2022.07.28
10,잘봤습니다 그런데 박해일님 이순신 대사보다 변요한님 일본역할 대사가 더많고 저걸 어떡해 다 왜우나 신기했습니다,2022.07.28
10,"결말은  이미 정해져 있었지만 배우들의 연기력으로 끝까지 마음조리며 보았고, 박해일의 부드러우면서도 강한 카리스마를 느낄수 있었다.",2022.07.28
9,요즘 영화관값이 많이 올랐지만 이 영화는 반드시 큰 화면으로 봤을때 완벽하게 즐길 수 있을거 같습니다,2022.07.28
9,"볼만했습니다,,한국인이면 이순신 거를수없죠",2022.07.28
10,기대도 안하고 피곤한 상태라 보다 잠들겠거니 했는데 처음부터 끝까지 손에 땀이 나고 긴장감 최고였어요 이순신 얘기 참 지루할법도 한데 여전히 재밌고 너무 감동..,2022.07.28
6,시간 가는 줄 모르고 영화를 봤습니다. 부모님 모시고 봤는데 어르신들도 좋아하시더라구요. 이 이상 더 바랄게 있나 싶었습니다.,2022.07.28
10,아이들과 함께 보았어요. 장면 하나 하나 눈에 떼고 볼수 없었어요. 배우님들의 표정 하나 하나 여운으로 남아요. 두번 세번 볼거 같습니다,2022.07.28
10,"전작보다 여러모로 신경을 쓴 느낌이 들고, 해상전투 장면은 더 진화하였다.",2022.07.28
7,즐거움 액션 사랑 국뽕 다 잡았음. 이정도면 돈주고 볼만 하잖아?,2022.07.28
10,후반부 너무 통쾌하고 국뽕이란 단어가 저절로 생각이 났다. 추천 합니다. 그리고 일본 장수들에 대해서도 이정도 묘사면 최대한 예의를 보인 듯 합니다.,2022.07.28
9,해전씬만으로도 이 영화는 만점이다. 최고.,2022.07.28
10,이순신 장군의 이야기는 무조건인 것 같습니다. 인사 관리 최고의 이장군님을 만나게 됩니다.,2022.07.28
10,영화를 실록이나 다큐멘타리정도로 생각하는 사람들이 많은데 영화는 영화라고 생각합니다.우리가 어렴풋이 알고있던 한산도대첩이라는 전투가 실제 진행과정이나 모습들은 다를 수 있다 한들글과 그림이아닌 영상으로 실제 현장에 ...,2022.07.28
10,앞 부분이 좀 지루하다고 느낄수있지만 뒤에 40분정도 아주 기분이 최고로 좋아지는 영화입니다 이순신장군님의 위대함을 알 수 있구요 왜구들 많이 죽어서 기분 좋아요 이 영화는 영화관에서 꼭 봐야합니다 ㅠㅠㅠㅠ,2022.07.28
10,재밌게 잘보고왔어요~,2022.07.28
8,웅치와 이치에서 그리고 진주성에서 막아 주지 못했더라면 ... 육지전투 씬을 괜히 보여주는게 아니라고 생각됩니다한산해전도 훌륭했지만 임진왜란사의 흐름을 육지와 바다에서 모두 보여준것은  생각치도 못했습니다,2022.07.28
7,왜 그렇게 싫습니까 ?,2022.07.28
7,cg는 약간 아쉽지만 신파도 없고 막판에 쩔어요!!!,2022.07.28
9,첩보전과 연출 다 좋았습니다.,2022.07.28
10,솔직히 중간부는 조금 지루할 수도 있을듯.. 후반부 해전 격파씬에서 국뽕이 미치게 차오름!! 엄청났다 정말. 그리고 변요한 몰랐는데 연기 정말 잘함..,2022.07.28
7,영상미가 매우 대단했다. 명량보다 고증이 발전되어서 국뽕요소는 줄어든 편이다. 다만 딱 아쉬운 장면이 한 컷 있었는데 그것만 빼면 올해 본 영화 중에서 가장 재미있었다.,2022.07.28
10,재밌게 봤습니다 명량보다 재밌었던 것 같네요,2022.07.28
8,해전 장면 압도감 쩔어,2022.07.28
9,재밌어요! 확실히 영화관에서 봐야 영상미든 사운드든 압도당할 수 있는 거 같아요 꼭 영화관에서 보시길.... 근데 유명 배우들이 생각보다 많이 나왔는데 딱히 임팩트가 있진...않았음,2022.07.28
10,전편 명량의 과잉된 대사와 감정 그리고 어설픈 cg까지 깔끔하게 보완된 모범적인 속편. 더이상 이순신 팔이로 흥행했다는 말은 안들을 듯,2022.07.28
8,"와 진짜 연출, 연기, 스토리 뭐하나 빠지는 거 없이 갓벽함몰입도가 미쳤고 배우들 연기 너무너무 캐릭터 그 자체..박해일st 이순신은 역시나 최고였다..개치임ㅠ이건 n차 관람 무족권이다!!",2022.07.28
9,왜구는 바다에 버려요..,2022.07.28
8,승리의 공을 이순신애게만 돌리지 않음으로써 <명량>보다는 진일보했다,2022.07.28
10,국뽕이 차오른다..,2022.07.28
8,박해일 너무 멋있게 나오는 한산 재밌게 봤어요,2022.07.28
10,대왜구결전병기 거북선! ㅆㅅㅌㅊ!!!!,2022.07.28
10,신파 없이도 통쾌함을 선사하는 영화,2022.07.28
10,"배우들의 진중한 연기, 묵직하며 설득력 있는 해상전투까지 모든 면에서 전편을 뛰어넘는다.",2022.07.28
7,역시 해상전투 씬은 온 몸에 소름이 끼쳤습니다!,2022.07.28
10,배우들 연기 보기 좋습니다.. 빌드업쌓고 마지막에 확 터트린게 좋습니다. 극장가서 보길 추천합니다.,2022.07.28
10,거북선 최고,2022.07.28
9,마지막 해전씬만으로도 볼 가치 충분!!!,2022.07.28
6,거북선과 학익진을 스크린에서 볼 수있었다는거!!,2022.07.28
10,깔끔해진 명량,2022.07.28
10,학익진의 완성,2022.07.28
5,해전 장면 꿀잼. 내가 직접 싸우는 것처럼 느껴짐. 카타르시스..,2022.07.28
8,국뽕이라 어쩔수 없이 봐야지 이게 스포일러가 있을수 없음,2022.07.28
1,"거북선은 생각보다 더 위력이 셌고, 학익진은 텍스트로 볼 때보다 더 기발한 전략이었다.",2022.07.28
9,가슴에 뭉쳐 박히는 동의되는 열렬한 웅장함.,2022.07.28
1,"한산대첩 이전의 작전과 준비과정, 후반부의 한산대첩 전투장면에 중점을 두어 군더더기 없이 깔끔하게 만든 전쟁영화입니다. 명량처럼 과도한 신파 장면을 넣지도 않았고 전투장면도 스케일이 크고 억지스럽지 않아 좋았습니다....",2022.07.28
1,"김한민 감독에게  존경을 표합니다. 이순신 성웅의 3부작으로 우리 곁에 다시 걸어오시게 하시다니~~박해일의 중용 가득한 묵직함과 변요한의 멋진 아름다움,  안성기의  지혜로움등  관전포인트는  많은데... 박해일의 ...",2022.07.28
9,이순신 장군님 최고.,2022.07.28
10,"김명민의 불멸의 이순신 이후로 다시 이순신 장군님을 만나뵌 것 같은 영화였어요. 배우들의 연기가 가슴을 울리네요. 손현주, 박해일, 안성기님 등  모두 멋졌습니다.",2022.07.28
7,바다 해전씬이 정말 압권이네요! 거북선 너무 멋있어요ㅎㅎ,2022.07.28
10,스토리 예상가능하나 명량 대비 모든 면에서 나아졌다,2022.07.28
10,재미있게 잘봤습니다,2022.07.28
6,명량을 잇는 이순신 장군의 한산을 제대로 느낄 수 있는 작품!! 해상 전이 역대급 스케일 입니다^^ 강추해요!!,2022.07.28
1,통쾌! 때려부시고 적진을 해치우는 모습에 전율.,2022.07.28
1,"우리가 알던 이순신의 중심으로 이야기가 진행되기 보다, 다른 인물들의 시점으로 진행 되는 이야기가 신선했음 단지 영화 중간 중간 소리가 너무 커서 귀가 아픔",2022.07.28
1,아는 내용인데도 너무 재밌고 긴장됐어요!! 올 여름 최고의 가족영화,2022.07.28
10,국뽕이 차오른다. 거북선이 왜놈들 치는 모습은 마치 마동석의 주먹과 같았음.. 연기구멍 없는건 너무 좋았다 특히 김성규 배우가 연기 너무 잘하셨음 나중에 시간나면 포디엑스로도 볼 예정.,2022.07.28
7,일어 많이 연습했겠지만 네이티브스럽지가 않아서 아쉬웠고 그외 전체적으로 잘 만든 영화라는 생각이 듭니다.,2022.07.28
1,포디와 함께하니 그 웅장함이 배가 되네요,2022.07.28
1,감독이 준비를 많이 한게 느껴지네요 영화보는 내내 극본이나 연출가가 멋있어보여요,2022.07.28
1,거북선이면 뭐 말 다했쥬~ 뭉클뭉클 ㅎㅎ,2022.07.28
1,극장에서 보면 좋은 영화 입니다.,2022.07.28
1,사운드 죽입니다. 호쾌한 장면이 많네요.,2022.07.28
4,극장에서 보기 좋은 영화다,2022.07.28
1,뭔데.. 와키자카가 멋있냐고.. 존재감 어쩔.. 당황스럽네.,2022.07.28
1,해상 전투 최고,2022.07.28
1,길게 말해뭐해 최고예요,2022.07.28
8,완전재미있어요. 또보고싶어요.,2022.07.28
8,"이순신에 집중하는 것이 아니라 전투 자체에 집중하면서 전진하는 영화! 다만, 이순신 장군 자체에 집중하는게 아니다 보니, 뭔가 심심한 맛이 있긴 합니다.",2022.07.28
9,한국 뽕차는 영화 무조건 보세요,2022.07.28
7,재밌게 잘보았습니다,2022.07.28
8,재밌더라요 중간에 1917 ost 생각나는 음악도 좋았음,2022.07.28
10,Good,2022.07.28
10,kill****,2022.07.28
7,"정말 재미있게 잘 봤어요! 제가 역사 지식이 더 풍부했다면, 초반부도 더욱 몰입해서 봤을텐데, 이부분은 제가 잘 모르다보니 몰입하는데 시간이 좀 걸리고 어려웠어요. 하지만 중반부부터 인물들이나 전략싸움 등도 이해가 ...",2022.07.28
10,시어머님이랑 봤는데요점심먹고 가서 어머님은 앞부분에서는 잠시 주무시더라고요 허허허스토리전개위해 처음에는 지루한 감 있지만 뒷부분에는 남녀노소 누구든 연기와 스토리에 빠져들것 같아요,2022.07.28
10,이순신이라는 인물에 집중하기 보다는 한산이라는 전투에 집중.적절한 긴장감과 해전의 연출이 좋았다.다만 cg는 아쉽다.이건 돈때문이니까.,2022.07.28
10,"내평점관람객흥미로운 영화, 재미있게 잘봤습니다!",2022.07.28
10,"초반에 살짝 늘어진다 싶었는데 뒷쪽에 확 밀어치네요. 개인적인 생각입니다만 폴란드에 윙드후사르, 프랑스의 머스키티어, 터키의 초대형 사석포처럼 조선하면 거북선이 뭔가 느낌을 주는 것 같아요. ㅋ~",2022.07.28
10,오랜만에 영화관에 본 영화가 이 영화라 더 좋았어요.재미있게 잘 봤어요 ㅎ,2022.07.28
6,무더운 여름에 보기 좋은 영화에요^^ 수중전 액션씬 최곱니다!,2022.07.28
6,노량에서의 발전이 더욱 기대된다.,2022.07.28
1,준사와 나대용,2022.07.28
1,영화관에서 스크린으로 보기 추천! 명량보다 업그레이드,2022.07.28
1,중간까지 지루하다가 본격적으로 바다위에서의 전투장면이 나오자 재밌었어요,2022.07.28
10,road****,2022.07.28
10,스포 당했지만 그래도 개꿀잼,2022.07.28
10,1. 웅장한 새로운 브금..? 없음... 명량 그대로 갔다씀..새로웠으면한다는 생각이 들었음..2. 장이수밖에 안보임..3. 푸른거탑 밖에 안보임..4. 솔직히..누구라고 얘기안하겠지만.. 드라마만 찍으셨으면 좋겠음...,2022.07.28
9,너무 높은 잣대보다는 그냥 할리우드 액션영화 보듯 보면 딱 좋음,2022.07.28
10,뭔가 울컥하기도하고 소름돋았어요!,2022.07.28
7,전작의 단점을 보완한 흔치 않은 속편,2022.07.28
10,bc06****,2022.07.28
10,아주 잘 만들어진 영화인데 모니터가 아닌 극장에서 봐야 되는영화늦은 저녁에 갔는데도 가족단위로 관람오신분들이 많았네요,2022.07.28
10,배우들의 연기에 몰입이 안될수없어서 보는내내 흥미진진했습니다다만 조재윤 배우님이 나오실때 자꾸 웃긴 역할 맡으셨던게 오마주되서 몰입이 깨지는게 약간있었습니다ㅋㅋㅋㅋ,2022.07.28
6,마지막을 위해 쌓아왔다,2022.07.28
6,이순신은 못 참지,2022.07.28
