document	label
이 시대에 조선총독부를 재건하려는 토착왜구는 이 영화를 싫어합니다!!!	0
이순신 아무리 올려칠려해도 그 위에 있는분	1
김성균씨도 연기 잘하지만 가토전문가 있는데 그분 쓰시지  아쉬워요 가토 이마가 더벗겨져야 하는데 그것도 좀 아쉽네요	0
너무 우려먹어; 우리나라 역사가 굵직한게 없어서 그런가 영웅이 없어서 그런가	0
일본인 중에 이순신이랑 한산도대첩 아는 사람이 몇명이나 될지 궁금하다	1
이번작도 소품에서 좀 그러하네.. 고증 제대로 못할거면 조선군도 좀 삐까 번쩍으로 하던가...  일본쪽은 과도하게 번들번들하네...저당시에 실제로 그러지 않았는데 갑옷들.. 이순신 피규어라도 보고서 좀 만들던가하지.. 색깔도 완전 다르네...집중력이 떨어지네 비주얼부터 고증안되니	0
아배히틀러 영정에 보내줘라. 지금 스올에서 개고생하고 있을 것이다.	1
거북선 얘기하시면서 와타시... 라고 선전하시는거 안하시면 안되나요... 예민한 시기인데..	0
방금전 보고왔습니다 아직도 여운이가시지않네요.. 꼭보시길 추천드립니다..갸슴이아직도 웅장하네요	1
조선 VS 일본 => 지구 VS 외계	1
박해일 이순신 잘어울리는거가틈 ㅎ	1
원균역할 손현주에서 빵 터졌다 ㅎㅎ 명량은 극장에 세번이나 갔는데 한산은 돈 내고 보기 싫어지네 ㅋ	0
아 미친다. 빨리 보고시팓	1
한산 .왠지. 명량보다는. 무게감 배우들 퀄리티. 차이 마니나네 극장 안가도 알긋다	1
전군 관람하라	1
이순신덕후 와키자카.ㅋㅋㅋㅋ 후손들이 매년..이순신제사도지낸다던데	1
이수신 장군이 아니라 이순신 장군 이십니다. 방음에 좀더 신경을...	1
이날만큼은 좌파/우파 고만들 싸우고, 일단 극장으로 출정하라이기야..!!따한민국에서 리슌신장군님 영화를앞에두고 다투는건 신성모독인거 다 알고들 있재???	1
손현주 배우님의 원균이라니.....	1
일단 박해일님… 수염을 붙이셔도 증말로다가 고우시다.	1
계속해서 한산도 담배 만들어서일본에 수출하자거북선 좋아	1
전군~파리파리~출정하라	1
김향기님 배역은 영화 흐름상 꼭 넣어야 하나요?연기도 잘하시고 좋아하는 배우지만 김향기님 정도 배우를 저렇게 국뽕 느낌 나는 역활을 꼭 넣어야 했을까라는 실망감이 아주 컸어요 처음에서 중간까지가 볼만하고  그 뒤로는 제가 제일 싫어하는 국뽕영화 뒤에서 전투씬만 볼만하고 뜬금없이 김향기님 등장하면서 옥택연님과 눈 마주치는 장면에 저는 한숨이 절로 나왔습니다 개연성 제로 뜬금포 등장에 부끄러워서 화면을 쳐다 볼수가 없었습니다	1
	1
결국 2D로 봤다ㅠㅠ (도도돋ㄷ돈이)	1
아니 이걸 일본이 왜두려워함?ㅋㅋ	1
이순신은 김명민 불멸의 이순신이 최고다	1
아니 근데 왜군은 일본인 기용하면 안되나… 발음이 너무 구수함	1
이거보려고27일만기다리면서 용돈으는 학생은 좋아요	1
올타임 레젼드,,,,	1
전국민 출정하라	1
명나라가 이순신때문에 살았네-	1
친한파 일본인 배우도 많은데 퀄리티를 위해서라도 대거 캐스팅좀 하지;;;;	0
뭘 일본이 두려워하기까지 ㅋㅋㅋ 우리가아직도 몽골보면 두려워하나	1
명량 재미없더만재미있었으면 천만이 될리가 없었지천만 될려면 초딩도 봐야하는데	1
영화관에서 원균 소개할 때 뒤에서 개XX 들려서 웃었는데 ㅋㅋ	1
슈퍼마리오 보스가 등에 뿔달린 거북이인 이유	1
국뽕이 아니다 실화다	1
일본 해상자위대 군사력은 세계 3위인데 도데체 누가 두려워함?ㅋㅋ 개웃기노	1
감사합니다	1
불멸의 이순신(대하드라마)미만 짭이순신 연기자 김명민 미만은 짭!불멸이순신 안본사람 보고와라영화보다 몇배 잼있다!	1
천황폐하 만세 일본을 무시하지 마라 ㅁ!	0
와키자카는 칠본창이 아니라 칠본창중 한명의 선봉장아니였냐??	1
원균이 해먹지만 않았어도….	0
가토 요시아키랑 가토 기요마사는 다른 인물인데..사진자료는 가토 기요마사네요	0
괴멸  ---> 궤멸요즘 너무 자주 틀리는 단어라서요...	0
위대한 조선제독	1
명량 정식 후속작인건가욤?	0
전편처럼 얼마나 망작으로 만들지 기대가 된다.	1
명량에서 촤민식이 이순신 역할을 했는데, 주인공이 바뀌어서 의미가 좀 떨어짐	0
멀리개떼처럼오는 적선먼발치 앞에서 둘러싸서 대포로  빠바방 때리면  맞은넘들은 아비규환되겠지 전법 잘 이용했네 그려...	1
티브 이순신 보다 못했던 명량......작가와 감독의 무능력을 보여줬는데........이번 한산도는 그 쓰레기를 치우고 제대로 했나 ?????	0
명량에서 감독의 한계를 보았고 한산에서 심형래감독의 용가리급이라는 것을 알아버림. 망작임.	0
영화 14,000원후달달.언제 이리 올랐나.조조할인 6,000원 옛말  됬네.	0
표값이 아까운 영화 박해일 마네킹 같은 연기 나대용이 진주인공	0
영화봤는데 예고편이 다임	0
2천만  괜객 동원=====우리   함   해보자	1
국 뽕 은. 보약 입니다 많이 드실수록 장수합니다. ㅎㅎㅎ	1
애드머럴 리. 고되기만 했던 삶.대접도 못받았고.	1
아타케부네는 판옥선부터 이기고 와라	1
전국경찰들 출정하라 석열이형 미친것같다	1
전군!!!노래자랑!!	1
내 이럴줄 알았다 ㅎ  박해일 캐스팅 한다 할때부터 런닝타임 내내 저 표정 하나로 일관할줄   차라리 버츄어케릭터가 더 연기잘하겠다 ㅋ	0
아니 이수형 합법되고 거북선 만들고있었어? ㅋㅋㅋㅋ	1
같은장면만 몇번반복하는거여..	0
제가 강력한 스포일러를 하나 하죠.이순신 장군이 이깁니다.	1
노량에서는 김명민이 나왔으면	1
하여튼 우리라나라는 지도자들이 문제야	1
명량인줄 알고 들어왔는데	1
와 거북선	1
노량 어떻게ㅠ	1
순엉터리.. 학익진은  스타에  유닛을 어택땅을해두면 드라군이나 마린은 알아서 학익진이 됨 이게 왜 이렇게 되느냐 유닛들이 적을 한대씩 치려면 학익진이 효율적이라는 말이됨좁은 길목에 들어오는 적을 학익진으로 둘러싸 사거리내에서 동시에 점사하는방식임..  포를 5~12분에 1발씩  쏘는 옛날 포로는 이게 가장 효율적이였을꺼임.저런포들은 한발쏘면 발열이 엄청나기에 화약을 재장전함으로 포가 터지는 문제가 생김 그래서 냉각이필수임.  거북선포에 상자위에 포를 올려놓은 이유가 있음 상자에 물을 담아서 바로바로 냉각을 시켰다는 말임.  거기다 좌측포를쏘고 돌려서 우측포를 쏘고. 이게  돌려쏘기가 되면서 어마 어마한 효율을 냄.  판옥선은 바닥이 둥근배이기에 내륙작전만 가능한 배임.  왜군은 속도를 올리기위한 해외기술이 도입된 앞과 바닥이 뾰족하고 가벼운 장거리 순항선으로 디자인됨.가벼우니 내구성이 떨어져 포를쏠때마다 바닥이 깨질 위험이 있어 왜놈포는 공중에 매달아쏘는 형식의 포임.  포를 쏘면 그네처럼 뒤로 밀리는 자연스럽게 완충작용이됨.과학적이나  끊어져 떨어지면 매달기 힘들고 무거운 포는 매달수가 없음.  그래서 조선의 포 보다는 사거리가 짧고 빠른속도로 배를대고 백병전위주로 싸우는 서양의 선진기술을 도입하게 된거임..그래서 판옥선의 장점인 사거리와. 돌려쏘기의 장점을 최대한 살리는구조가 학익진이 된다는 말씀임.. 이 얼마나 과학적이고 논리적이냐.좁은 길목에  기동력 거지인 탱커 무거운 거북선을 하나 두고 적사거리 밖에서 학익진으로 점사.  아주그냥 오지는거임. 거북선은 개념 탱커의 개념은 현대전에서도 쓰임..  잠수함의 기만기 데코이로 쓰이고..  싸구려 비행기를 300대이상 띄워 적의 비싼 방공망을 소진시키는등.얼마든지 통하는 전술임. 선두 탱크를 5배 두껍게 전신시킨다면 뚤지 못한 적탱크들은 탄소비를 하면서  계속 오는 탱크에 기겁을 할태고.포클랜드 전에도 아르핸이 영국함을 상대로 액조세를 쐈는데.. 어그로 탱커역활을 하는 고열과 레이더를 많이내는 함이 앞에서 대신 먼저 맞아줬음. 비싼 항모나 전함을 지킴으로 돈을 아끼는 거임.그런데 저런 길막용도로 학익진을 썼다? 딱히 학익진이 아니더라도 1열 횡대로하고 닷으로 배끼리 연결한다면. 저렇게 지나가는건 쉽게 막음..막겠다는건 선상백병전을 한다는 의미이고.  조선은 백병전에 매우약함. 조선은 칼보다. 활. 포가 더 발달했음.이런 기본적 상식이 없는 백병전은 원균이나 하는짓이고 . 그리고 거북선 고증도.. 좀 그런데.. 3층에 등껍질은 철판에 한뼘 쇠못이지만.. 기본적으론 가리기위해 천으로 덮어놨음. 그래야 적이 백병전을 하기위해 올라탈것이고. 앞에서 어그로 탱커 역활이 되는거임. 앞에 님들 올라오면 다 뒤짐 이러면 탱커가 되겠냐 바로 본선쪽으로 가지.대한민국 전문가들이 만드는거보면 땁땁하다 하는거보면.	0
개봉첫날 후루룩 달려갈거임	1
일본역사를 보면 알겠지만 ... 와키자와와 가토는 동급이아님....	1
이순신장군 주제는 좋았는데 솔직한평은  초반에  졸았어요. 너무지루하고!  그리고 배우택연씨 정체는  뭔가요? 배에서 조총에 맞아서 바다에 빠졌는데 한번을  안나오다가 종료때 나오던데요????	0
근데 왜 당상관인 통제사 이순신이 파란 두정갑을 입고 있나요?	1
이순신장군 대역을 왜 뻔~한 인물을 ㅉㅉㅉ명량이랑 뭐가 다르지.왜 우리나라 역사를 제대로 옮겨 담은 영화가 단 한 편도 없을까?	0
되게 썸네일이 그거네요"하지만 이러지 않으면 왜나라군! 나한테 관심조차 주지 안는걸!"	1
국뽕 차오르겠네요	1
내가 이상한건가...명량과 다른 표현력때문에 그런건가...역시 전편만한게 없다생각들면서부터는 계속 재미없다 생각만..그러다 전투씬이 나오는 부분에서는 와~~	1
EBS 역사 시청각 자료쯤 되는듯다시보고싶은 장면도 없고돈주고 볼정도는 아님	0
졸라 아쉬운거는 주연급들  헤어스타일 고집인지 사무라이 머리 안한거... 이왕할꺼면 디테일점 살려서 사무라이 머리점 하면 되지 다음작품 안잡힐까봐 그런가 배우 얼굴 망가지는게 부담스라워서인가 이마만 살짝까서 올림머리한게.. 다름 단역이나 보조출연자들 사무라이 머리한거랑 비교되서 좀 별로... 명량때는 그래도 일본장슈들 다 사무라이 헤어스타일 해서 실감났는데	0
1.학익진은 날개가 뚧리면 끝장이다.	1
한산에서 명량까지 어떤 일이 있었길래 살이 찐거요 와키자카	1
친일굥이싫어할듯....!	1
일본이 지금까지 두려워하는건 너무 ㅋㅋ.. ㄱㅅㄹ	1
ㅋㅋㅋ그때나 지금이나 왜군의 근거지는 부산과 경상도네 ㅋㅋㅋㅋ	1
한국어 하듯이 일본어를 하시는듯..아닌가..?	1
전형적인 무지성 국뽕영화ㅋㅋㅋ	1
일본어 연기 ㅋㅋㅋ	1
조선총독님께서 이 영화를 싫어하십니다.	1
성웅 이순신	1
왜 가토 요시아키라 나오면서 기요마사의 사진이 나오나요?	1
난 오히려 초중반보다 해상전투가 지루했음미끼배 3척이 고군분투할 때는 긴장감 넘쳤는데 거북선 등장한 이후로부터 솔직히 팍 식음느리다고 몇 번이나 언급된 거북선이 왜군 배보다 빠른 건 물론이고 배끼리 박아도 흠집 하나 안 날 정도로 전투력을 장갑차 수준으로 만들어놓음그리고 연출도 너무 뻔함 그냥 슬로우모션 원툴이라 전투 중에 슬로우모션 나오면 '포탄 터지겠구나' '거북선 나오겠구나' 그냥 전개가 딱 예상이 감마지막 의병 전투도 너무 뻔한 사망플래그 세우는 것 부터 해서 굳이 이렇게 넣어야했나 싶음왜군을 극악무도하게 표현하지 않은거랑 조선시대 해전을 간접적으로 체험할 수 있는 건 좋았지만 이순신보다 와키자카랑 왜군 카리스마만 기억 나는 영화	0
고증 개판이구만 명량때 그리 욕먹고도 아주 지대로네 군복이 천쪼가리야  불멸이냐 ㅋㅋㅋ	1
이순신역기하는사람이박해일배부라고하더대	0
이순신 장군님과 신사임당의 화폐 초상 바꿔라 어뜨캐 100원짜리에 있나	0
뜨겁다 뜨거워~!!!	1
이순신 대사가 얼마 안되는것 같더군요이순신은 입은 다물고 지략으로 싸우다피흘려 일궈낸 그들의 후손으로 부끄럽네요	0
5:50 장이수형 등장	1
오늘 보고옴 잼있음 원균아이고 ㅋㅋㅋㅋ	1
명량은  배우들의 연기가 좋았지 시나리오는 진짜.....노잼	0
왕재밋음	1
흠.... 보고는 싶은데.. 이순신과 어울리지않는...	0
이야 아직까지 일본이 두려워하노 ㅋㅋㅋ	1
주모 국뽕한사발 주이소~~크	1
모두 극장으로	1
일본이 지금까지도 두려워한다는건 오바지....적당히좀	1
명량때  출연자들을가야지 이러면 사람들이 기대치가더 떨어지지	1
현 순신형님은 윤설열.한동훈 같아	1
ㅋㅋㅋ진심 지금도 두려워함? 이래서 망했던 나라가 잘살게 됐을때 국뽕교육이 위험함......	1
너무 왜군들 목에 힘줘서 리얼리티 떨어짐.. 너무 폼잡아서 부자연스럽다. 목에너무 힘줘서 다들 ㅋ	0
하여간 원균 무쓸모야...	0
박해일 넘 안어울려 최불암이 했어야지	0
단체로 이상한 약이라도 먹었나… 연출이나 연기나 호평할점이 거의 없던데 나랑 같은영화 본거 맞는지 의심되네	0
어차피 이 영화가 수출될거고 일본애들도 볼거라면 좀더 제대로된 일본어를 구사하는 배우 혹은 일본배우를 쓸 순 없었는지.. 일본어가 너무 어색한데..	0
와키자카는 김명수 배우로 뇌이징이 되어있음 한산으로 그 이미지를 벗을수 있을까	1
일본배우를 쓰지카덴, 츠보미,.	1
이 영화를 윤검사님과 벅진장관이 싫어합니다	1
원균....정유재란의 시작...	1
"미역으로 웰빙하라!"	1
아 이건 못참지	1
안성기가 나와서 이 영화 버렸다	1
거북선... 악어거북처럼 생겼네.... 왜 임진왜란이후... 거북선은 안만든건가	0
그래서 왕을 잘 뽑아야	1
예전도 윗대가리들이 문제였네 울나라도 위기가 오면 국개들이 판칠듯 윤핵관은 도망치기 바쁠것이고	1
일본 너무 멋있노	1
재밌네...	1
왜 명랑 한산는 거북선이 싸우는 장면이 너무없어 거북선 영화는 제작않하나	0
다 좋은데 명량 보다는 캐스팅이 조금 미흡한거 같습니다ㅜㅜ	0
왜 사무라이 마리를 요한이는 안했는가	1
변요한 김성균 ㅋㅋㅋㅋ	1
지갑 장전	1
궁금한게 있는데 암초걸리는 장면은 왜 조선배는 안걸리고 일본배는 암초걸리는거에여?	0
영화 노량은 한산 다음인거죠?	1
궁금한건데 일본은 대포 없음..? 재밌긴한데 일본이 뭔 바보마냥 나와서	0
우와	1
이순"신"	1
와키자카 임진록 조총	1
(거북선)	1
현재 정권의 친일파와  대한민국의 싸움 같은 영화네	1
원균 후손이  누구더라   . .에휴 . . 피는 못속인다	1
외계인 없나요?	0
이순신역 바뀐건 에반데	1
스포할께요 이순신이 이겨요	1
와타시ㅋㅋ	1
하얼빈장첸까지 ㅋㅋㅋ4일 남았습니다	1
올 장이수 출세했네	1
일본측 진영은 애니처럼 처 만들었더라 ㅋㅋㅋㅋㅋㅋㅋ 억양도 비잉신수준임 명량 류승룡 연기 미만 잡	0
이게 왜 국뽕? 악의만 가득찬 반일선동?팩트로 역사기록이고 없던 일이 아닌데역사를 영화로 만들면 정신병 반일임?무지성 반일영화가 아니던데.우리나라에 돌이켜 힘써준 일본인도 연출했구만무작정 비판만 하면 있어보이나바..	1
와타시아  거북선데스네	1
국뽕영화 나왔네 ㅋㅋㅋ	1
‘Korean Navy’	1
고증좀 맞춰주지	0
못난 조선의 왕들	1
방금전에 명량봤는대	1
근데 이순신 왜 두정갑색깔 파란색임?	1
원균 ㅠㅠㅠㅠㅠㅠ	1
너무 그시대 그배경 영화만 자주보니깐 별로 흥미가 없음. 오징어 게임 처럼 색다른 장르의 영화면 흥미가 생기는데  지금 영화의 배경은 여기저기서 너무많이 찍은 배경이라 흥미가전혀없음.. 꼭 마블이 이제 지루해지는 느낌	0
안보고는 못 배기겠네요	1
참고로 일본에서는 이순신장군은 한국이 날조한 영웅이며 실제로는 별볼일 없는 장군이였다면서 이순신장군을 왜곡하고 있습니다.  그러면서 지들이 결국에는 최고였다고 일본 위키를 보면서 자화자찬 하고 있죠.이거진짜임 일본어로 이순신장군 치고 들어가 보셈 그럼 일본 유튜버들이 온갖 ㅈㄹ을 떨쳐놓고 일본애들은 그걸믿고 당연히 이순신을 얕잡아 봄	1
만력제가 다했는데 왜 이순신이 나와서 역사 왜곡하지?	0
가토 기요마사가 아니라 가토 요시야키 입니다 사진 오류애요	0
~"영웅은 필히 죽어야되!..그련 문화야.."아니면..백성의 영웅..이유 없이 피참히 간다.."김일성 왕국처럼//..발전이djqtdj..	1
개봉했음요???	1
나대용 : 내 아임다	1
이거 허락받고 보여주는거요? 13분 핵심 분량을?????????	1
사골 영화 나갑니다~~~	1
아 원균 ㄱ쉨	1
일제시대 독립운동 전 전 전 이순신장군이 없었다면 우리나라, 지금 우리들은 없다고 봐야하지,,,,, 진정한 영웅이다,,,	1
근데 기억하는 일본 애들이 있나? 일본 애들 역사 공부 안 하자나.	1
대구는 imax없냐....	1
안봐~김명민이 답이다	1
또 믿고 거르는 국뽕영화 하나 나왔네ㅋㅋ	0
나 오늘 영화관에서 봤는데	1
암튼 저시대나 이시대나 원균같은놈 때문에  골치야	1
정봉이 아부지요 배타거 일본 넘어 갔심니꺼 eh	1
Turtle ship head need to be more majestic and bold.  Movie didn’t do a good job.	0
김희성이오.... 할고같은데 저게모야ㅋㅋ	1
복카이센 스스메~~~~	1
원균...원균...원균...	1
원균은 캐스팅 미스 아닌가...? 실제론 초고도비만 이라던데	0
복카이센…	1
내 아임다 출연하네요	1
1. 반일감정 조장영화2. 하루종일 전라도 전라도3. 마지막에 위안부 연상케하는 기생여자스토리도없고 CG 떡칠에 말도안하고 묵묵부답인 이순신에도대체 이걸 내가 왜 돈주고봤는지 에휴	0
원균이 또 ㅋㅋㅋㅋㅋ	1
정유재란의 원흉 원균	1
그 균...	1
장이수 나오네	1
이영화감독은 영상은봐줄만하나스토리가 너무 쓰레기	0
얼굴싱크로율로따지면 분장하면 최민수형님이랑 70퍼이상일거같은데	1
여윽시 전라도는 끈끈하제	1
지금도 원균이 있던데  석열이가 원균 이상이지.건희야  동훈이는 뭐하니심증은 있는데	1
국뽕영화	1
명량도 그랬고, 이번에 한산도 마찬가지다.  감독의 한계인지  자금의 한계인지 모르겠지만 솔직히 재미없었다. 오스만 제국의 꿈, 마스터앤드커맨드 정도의 해상전투 디테일을 바라는건 욕심인가?이순신, 거북선, 판옥선, 나대용 모두 존경하지만, 감독의 능력과 상상력이 좆망.	0
아니 배우왜바꿈...	0
13:25 노래자랑~	1
와타시 거북선 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋㅋ 배너 때문에 들어왔네 ㅋㅋㅋㅋㅋ	1
원균만 보면 발암	1
민식이형이 이순신역안하고요?	1
뻥은 적당히	0
한국인이 제일 보고싶지않은 영화...노량 ㅠ ㅠ	0
명량은 진자 개십노잼이었는데	1
원균은 좀 뚱뚱한 인물로 쓰지 ㅡㅡ;영 안사네 ~	0
지금까지 두려워하노ㅋㅋㅋㅋㅋ	1
일본인들 관심도 없는데 뭘 지금까지 두려워해? 제발좀 역사왜곡하지마라.	0
난다 고레.	1
장군목소리가 안되니 저음으로만 말하능구만.. 캐스팅 완전 실패....	0
한산스	1
롯데 본격적 역사 왜곡시작	0
이건 반일선동 친중빨갱이 좌파영화라고 안하려나	0
텟 카이	1
오우 야스 하루	1
또순신.... 우리나라 영웅이 몇명인데진짜 좀.... 그만 나왔으면 좋겠다.	0
주인공 배우가 맘에안들어서 영	0
이순신ㅋㅋㅋㅋㅋㅋㅋ희대의 반역자지 교육부 언제 교과서 제대로 낼래?	0
이번에도 전투신 슬로우비디오면 두번다시 한국영화 안본다	0
와타시 아노 거부선이노ㅜ데쓰까ㅡ난다야ㅡ난가야	1
복카이센	1
미국을 넘보던 일본이 언제적인지도모를 과거에 신경이나 쓸까?ㅋㅋㅋㅋㅋㅋ	0
조선 수군들 다 덤벼봤자, 운요호 한 척을 못 이긴다	1
김명민이 했어야	0
최종관객 15만에 전재산과 손모가지를 건다왜냐하면..  오미크론 신종변이 '켄타우로스' 대유행조짐으로 극장에 사람들' 한산 ' 하기 때문이다 솔까 명량도  '명랑운동회'보다 재미없었다   ㅋㅋ	1
그럼 1편에 빤스런한 놈들 3편에 나옴?	1
엥  민식이 형은?	1
일본어 너무 어색해... 어쩔... ㅋㅋㅋ	0
국뽕 + 과장 + 왜곡 +뻔한배우 +뻔한 줄거리휴 지겹다 지겨워	0
제발 원균이 용장이든 덕장으로든 안 나왔으면 하는.....배우가 손현주씨라서 더 걱정됨...손현주씨 정도의 배우 섭외해서 개 막장 역을 맡기지는 않았을거 같아...미화 됐을까봐 겁난다..한국사에 기록된 일본군 제일 명장이 원균인데.......	0
기대가 됐던 작품이지만… 전투중인 거북선 등판 위를 방패들고 뛰어가는… 말도 안되는 그런 장면을 봐버려서.. 그 출렁이는 바다에서 그 쇠침 박아놓은 등판위를 달린다?? 어휴… 안타깝지만 이번 한산은 거르려구요ㅠ 기대했었는데..	0
국뽕	1
째성한대여 원균 뵈기싫은데 모자이크 안됩니깟	0
영화 깐다고 무지성으로 욕하는 사람들은 두뇌가 있음? 님들이 재밌게 본것과 별게로 재미없게 볼 수도 있는건데.친일파니 구국의영웅 무시니 그런 머리비었다고 자기소개하는 얘기 좀 하지 맙시다.영화를 까는거지 이순신장군님을 까는게 아니라고 ~ (영화 = 이순신장군)이 아니라고 멍청한 일부 댓글러들아	1
왕년에...	1
그래봤자 식민지 신세를 면하지 못함. ㅜㅜ	0
말안합니다 보세요	1
후원받냐??	0
김시선이 혹시 그거 아세요? 제가 요즘 정오의 희망곡 김신영입니다 라디오 듣는데 김신영님이 보는 몇안되는 유틉채널중 김시선님 채널 즐거보신데요 ㅎㅎ	1
근데 재미없을거 같음.. 국뽕에 의지한 졸작느낌. 일본 장수들끼리 내분일으키며 나오는 대사만봐도 삼류영화 연출냄새가 나며, 대강 보여지는 리뷰에서도 감정이 하나로 모여지는 느낌이 들지 않음.	0
시qk끄어 졸라 재밋겠다	1
5:51 내 아임다?	1
까꿍 나 거북선 ㅋ	1
박해일이라서 집중이 안되네 배역이	1
국뽕이면 무조건 흥행이라는 안일한 생각을 한건 아닌지?cg는 10년전에서 정말 1도 발전을 못했고이순신역이 무슨 애로배우임? 왜케 속삭여	0
이순신은 명량에서 죽은걸로아는데 한산도대첩에서 어떻게 있는건가요?	0
오...	1
대일본제국 만세 ㅋ 김치 국뽕 또 자위영화네	0
와 4반째	1
그래서 재밌냐?	1
개노잼일듯	0
재미없음 전개 고구마 백개	0
또 반일+이순신 코인.....역사가 썩으니 몇십번을 우려먹는구만	0
장이수 니 장첸이야~?	0
박해일 갠적으로 좋아하지만...이순시역에서는 먼가 비리비리한 몸매가..맘에 안드네...몸 좀만 키우지...그리고 조선 수군 갑옷좀 더 화려하고 크게...그리고 안성기님 연기 잘 모르겟던데 솔직히..왜 자꾸 나오는지...암튼 재미 없기만 혀봐..	0
ㅡㅡ 귀선. 귀선이라고.龜 = 거북 귀, 땅 이름 구, 터질 균. 네이버 지식[ - 龜를 "구"로 읽는  경우는 지명(地名)이나 인명(人名) 등 고유명사로 쓰일 때 밖에 없습니다. ]	1
이거 혀 깨문여자 명량에서. 말못하는여자임??마지막에 치마 흔드는 여자?	1
그닥	0
이시대의 이순신이 나와도 원균같은 장수는 언제라도 존재한다.민주당처럼	1
가라 역사를 치켜세워주고 좋아하는 조선역사는 승리자의 편에서  쓴 거짓역사	0
또순신 지겹다	0
솔짇히 노잼	0
난세에 영웅이 나오는법지금은 대한민국이 난국이 아니고 무엇이겠는가?물가는 하루가 빠르게 고공행진 하고 있고코로나로 종식되지도 않는 시점에 서울특별시에 병원은 코로나 방역을 서둘려 종려해서현재 계속 진행되어가는 코로나 방역에 손도 쓰지 못하고나날이 증가하는 환자들로 인하여 서민들의  고충만 커져 가고 있고대통령실은 친인척도 모자라 정치인들의 주변인들이 들끓고 있고검찰이 대통령실에 장관을 엮임하고 있고판사들을 검찰이 임명하고 국가 정보원도 검찰이 장악하고 있고행정으로  경찰 수뇌부를 장악하려고 시도 하고 있고언론 또한 장악하려는 시도를 하고 있는중이며이것이 바로 부패한 정권으로 서서히 가고 있는게 아니고 무어란 말인가?서민들은 허리끈을 졸라맬 여력 조차 없는데현 정부와 정치인 검찰 판사와 위정자들은호가호식하며 그들만의 태평성대를 누리고 있다조선을 구한 이순신이 바로 이재명이 될것이다조선시대에도 그리하였고 이승만 박정희 전두환 노태우 김영삼 이명박 박근혜그들은 과거에도 현재에도 국민은 안중에도 없었다지금의 윤석열 정부 또한 그들의 길을 가려고 한다국민들은 정신을 차리고민주당은 이재명 당대표를 세우고 민주당과 진보 유튜버  진보 언론들은 힘을 합하여이 난국을 헤쳐나가기 위하여 학익진으로 현 정부와 맞서서 싸워서 민주주의를 되찾아야 한다	1
반일선동 이전 정말 역겹네	0
명량 보고 진짜 돈 아깝다 생각 들엇는데 또 만드네 국뽕으로 돈 뽑을라하네	0
국뽕 존나역겹네	0
거북선이 등장하는 장면은 진짜 말그대로 가슴이 웅장해지는 장면이었어요 ㅋㅋㅋ 개인에 따라선 호불호가 있을 수 있지만 저는 개인에 대한 서사보다는 전략에 관한 내용에 집중한 게 좋았습니다.	1
거북선 등장할 때 ㄹㅇ 온몸에 소름돋았음왜 부제가 용의 출현인지 단번에 알 수 있는 장면초반엔 살짝 지루할 수 있는디 후반 해전씬이 그딴 거 싹 잊게 만듦올해 최고의 영화였다	1
거북선 등장하는 장면은 어벤져스 어셈블 돌격 장면 이후로 오랜만에 환호지르고 싶을 정도로 가슴웅장 씬이었습니다!	1
저는 전투씬에서(명량에 비해) 산만한게 많이 줄어 깔끔하게 보기 좋았습니다 거북선 연출은 정말 최고였습니다	1
화려한 영화 보다는 건전한 위인전 느낌이 났고 후반에 해전으로 텁텁한 느낌을 훅 털어내는게 저는 재미있게 봤습니다.	1
전편에서 지적된 단점들(고증, 신파, 악역, 중심 극 등) 대부분은 개선되고 역사책을 통해 이미 알고 있는 결과임에도 뛰어난 영상미와 음악, 그리고 연출 및 연기로 그 과정을 자세하고 자연스럽게 설명해주니 긍정적인 의미로 '알고도 속아줄 정도로' 너무 좋았어요!	1
거북선의 등장으로 끝나버린 전투씬 ㄷㄷㄷ  실제역사와 좀 괴리가 있지만 아주 잘 만든거 같네요^^	1
개인적으로 박해일의 이순신이 기존의 이순신 캐릭터와 좀 달랐지만, 그 나름대로 볼만하고 매력있었다고 봅니다듬직함 보다는 좀 더 여리하고 날렵한 이미지였지만, 민첩하고 한 수 나아가고 유연성 있는 그런 모습이 더 돋보였네요	1
정말 사람들의 여러의견을 볼 수 있는 영화 인것 같아서 오랜만에 이렇게 의견 공유 할 수 있는 [이순신] 이 주제 그 자체가 너무 좋은 것 같아요 ㅋㅋㅋ 저는 오히려 힘주지 않은 그 이순신 장군님의 모습이 더 좋았다 생각 했었거든요..! 영화 두번 봤고 또 볼것 같은데 ㅋㅋ큐 ㅠㅠ 다시 봐도 진짜 제가 올해 본 영화중에 가장 탄탄하고 재미도 잘 잡은 균형좋은 영화 같았습니다!!	1
명량 ost 다시 쓴 거 ㄹㅇ 신의 한수	1
진짜 신형 구선 등장씬은 온몸에 소름 쫙 올라오는 그 느낌이랑 너무 잘맞았음	1
한산대첩 전투신 중간중간에 명량 ost 나올때마다 가슴이 웅장해졌음.....크으....	1
한산 재밌게 봤어요^^요즘 울나라 영화 스케일이 헐리웃과 가까워지고 있어요^^	1
어디 어느 채널처럼 영화 하나 건드려서 과학 유튜버가 되는것처럼 역사 유튜버가 되시는건가요..! 기대중)	1
